number,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore,release_year
97,Mystery Case Files: Prime Suspects,2006-04-05,6.99,"0 .. 20,000",Big Fish Games,Big Fish Games,0,0,NA,2006
101,Barrow Hill: Curse of the Ancient Circle,2006-10-05,7.99,"0 .. 20,000",Shadow Tor Studios,Iceberg Interactive,0,0,NA,2006
102,Hidden Expedition: Titanic,2006-07-19,9.99,"0 .. 20,000",Big Fish Games,Big Fish Games,0,0,NA,2006
104,Desert Gunner,2006-12-31,2.99,"0 .. 20,000",Digital Fusion,Digital Fusion Inc.,0,0,NA,2006
110,Disney's Chicken Little: Ace in Action,2006-12-07,19.99,"0 .. 20,000",Avalanche Software,Disney Interactive,0,0,NA,2006
4,Team Fortress 2,2007-10-10,NA,"50,000,000 .. 100,000,000",Valve,Valve,336,108,92,2007
8,Portal,2007-10-10,9.99,"10,000,000 .. 20,000,000",Valve,Valve,69,24,90,2007
7,Half-Life 2: Episode Two,2007-10-10,7.99,"5,000,000 .. 10,000,000",Valve,Valve,15,5,90,2007
1,BioShock,2007-08-21,19.99,"2,000,000 .. 5,000,000","2K Boston, 2K Australia",2K,0,0,96,2007
2,Company of Heroes - Legacy Edition,2007-07-17,19.99,"2,000,000 .. 5,000,000",Relic Entertainment,SEGA,0,0,93,2007
12,Company of Heroes: Opposing Fronts,2007-09-24,19.99,"2,000,000 .. 5,000,000",Relic Entertainment,SEGA,0,0,87,2007
3,Call of Duty 4: Modern Warfare,2007-11-12,19.99,"1,000,000 .. 2,000,000",Infinity Ward,Activision,0,0,92,2007
5,Rome: Total War - Collection,2007-08-28,12.99,"1,000,000 .. 2,000,000",CREATIVE ASSEMBLY,SEGA,349,183,92,2007
9,Deus Ex: Game of the Year Edition,2007-03-29,6.99,"1,000,000 .. 2,000,000",Ion Storm,Square Enix,0,0,90,2007
11,"Warhammer 40,000: Dawn of War - Dark Crusade",2007-08-07,3.24,"1,000,000 .. 2,000,000",Relic Entertainment,SEGA,113,37,87,2007
13,Civilization IV: Beyond the Sword,2007-07-24,9.99,"1,000,000 .. 2,000,000",Firaxis Games,2K,0,0,86,2007
14,"Warhammer 40,000: Dawn of War - Game of the Year Edition",2007-08-07,3.24,"1,000,000 .. 2,000,000",Relic Entertainment,SEGA,4,1,86,2007
18,RACE 07,2007-10-15,3.99,"1,000,000 .. 2,000,000",SimBin,SimBin,0,0,83,2007
20,Tomb Raider: Anniversary,2007-06-05,8.99,"1,000,000 .. 2,000,000","Crystal Dynamics, Feral Interactive (Mac)","Square Enix, Feral Interactive (Mac)",0,0,83,2007
21,Hitman: Blood Money,2007-03-15,9.99,"1,000,000 .. 2,000,000",Io-Interactive A/S,Io-Interactive A/S,0,0,82,2007
22,Tomb Raider: Legend,2007-03-29,6.99,"1,000,000 .. 2,000,000",Crystal Dynamics,Square Enix,0,0,82,2007
23,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-20,19.99,"1,000,000 .. 2,000,000",GSC Game World,GSC Game World,1463,487,82,2007
26,Deus Ex: Invisible War,2007-03-29,6.99,"1,000,000 .. 2,000,000",Ion Storm,Square Enix,0,0,80,2007
36,Just Cause,2007-03-15,6.99,"1,000,000 .. 2,000,000",Avalanche Studios,Square Enix,92,30,75,2007
38,Hitman: Codename 47,2007-03-15,7.99,"1,000,000 .. 2,000,000",IO Interactive A/S,IO Interactive A/S,0,0,73,2007
68,Teeworlds,2007-05-27,NA,"1,000,000 .. 2,000,000",Teeworlds Team,Teeworlds Team,0,0,NA,2007
15,Thief: Deadly Shadows,2007-03-29,8.99,"500,000 .. 1,000,000",Ion Storm,Square Enix,0,0,85,2007
27,Vampire: The Masquerade - Bloodlines,2007-03-22,19.99,"500,000 .. 1,000,000",Troika Games,Activision,0,0,80,2007
30,Rome: Total War - Alexander,2007-08-28,12.99,"500,000 .. 1,000,000",The Creative Assembly,SEGA,14,4,79,2007
31,Shadowgrounds Survivor,2007-11-14,1.49,"500,000 .. 1,000,000",Frozenbyte,Frozenbyte,0,0,79,2007
39,Penumbra Overture,2007-03-30,9.99,"500,000 .. 1,000,000",Frictional Games,Frictional Games,0,0,73,2007
50,Kane and Lynch: Dead Men,2007-11-13,6.99,"500,000 .. 1,000,000",IO Interactive,Square Enix,0,0,67,2007
63,Commandos: Beyond the Call of Duty,2007-03-15,4.99,"500,000 .. 1,000,000",Pyro Studios,Kalypso Media Digital,0,0,NA,2007
79,Sam & Max 104: Abe Lincoln Must Die!,2007-06-15,NA,"500,000 .. 1,000,000",Telltale Games,Telltale Games,0,0,NA,2007
89,Audition Online,2007-04-02,NA,"500,000 .. 1,000,000",T3 Entertainment,Redbana Corporation,0,0,NA,2007
126,Commandos: Behind Enemy Lines,2007-03-15,4.99,"500,000 .. 1,000,000",Pyro Studios,Kalypso Media Digital,0,0,NA,2007
127,"Warhammer 40,000: Dawn of War – Winter Assault",2007-08-07,3.24,"500,000 .. 1,000,000",Relic Entertainment,SEGA,1,0,NA,2007
142,Master Levels for Doom II,2007-08-03,14.99,"500,000 .. 1,000,000",id Software,id Software,0,0,NA,2007
6,The Longest Journey,2007-05-01,9.99,"200,000 .. 500,000",Funcom,Funcom,0,0,91,2007
10,Return to Castle Wolfenstein,2007-08-03,4.99,"200,000 .. 500,000",Gray Matter Studios,Bethesda-Softworks,0,0,88,2007
16,Medieval II: Total War Kingdoms,2007-08-28,24.99,"200,000 .. 500,000","The Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",0,0,85,2007
24,Jade Empire: Special Edition,2007-02-27,14.99,"200,000 .. 500,000",BioWare Corporation,"BioWare Corporation, Electronic Arts",0,0,81,2007
35,Battlestations: Midway,2007-03-15,6.99,"200,000 .. 500,000",Eidos Interactive,Square Enix,0,0,76,2007
41,FlatOut,2007-02-02,7.49,"200,000 .. 500,000",Bugbear Entertainment,Strategy First,0,0,72,2007
42,UFO: Afterlight,2007-02-08,6.99,"200,000 .. 500,000",Altar Games,Bohemia Interactive,0,0,71,2007
46,QUAKE III: Team Arena,2007-08-03,14.99,"200,000 .. 500,000",id Software,id Software,0,0,69,2007
51,Devil May Cry 3 Special Edition,2007-06-12,19.99,"200,000 .. 500,000","CAPCOM Co., Ltd.",Capcom,0,0,66,2007
52,Lost Planet: Extreme Condition,2007-06-26,14.99,"200,000 .. 500,000","CAPCOM Co., Ltd.",Capcom,0,0,66,2007
53,Painkiller Overdose,2007-10-30,4.99,"200,000 .. 500,000",Mindware Studios,THQ Nordic,0,0,65,2007
56,Bus Driver,2007-03-22,7.99,"200,000 .. 500,000",SCS Software,SCS Software,0,0,61,2007
58,Alpha Prime,2007-11-07,4.99,"200,000 .. 500,000",Black Element,Bohemia Interactive,0,0,59,2007
74,Platypus II,2007-03-17,6.99,"200,000 .. 500,000",Idigicon,KISS ltd,0,0,NA,2007
94,Narcissu 1st & 2nd,2007-05-15,NA,"200,000 .. 500,000",stage-nana,Sekai Project,0,0,NA,2007
100,Blockland,2007-02-28,9.99,"200,000 .. 500,000","Eric Hartman, Ben Garney, Anthony Rotondo",Step 1 Games LLC,0,0,NA,2007
101,Quake III Arena,2007-08-03,14.99,"200,000 .. 500,000",id Software,id Software,0,0,NA,2007
102,QUAKE II Mission Pack: Ground Zero,2007-08-03,2.99,"200,000 .. 500,000",Rogue Entertainment,id Software,0,0,NA,2007
106,ShareX,2007-10-15,NA,"200,000 .. 500,000",ShareX Team,ShareX Team,2,0,NA,2007
107,Peggle Extreme,2007-09-11,NA,"200,000 .. 500,000","PopCap Games, Inc.","PopCap Games, Inc.",0,0,NA,2007
109,HeXen II,2007-08-03,4.99,"200,000 .. 500,000",Raven Software,id Software,0,0,NA,2007
110,QUAKE II Mission Pack: The Reckoning,2007-08-03,2.99,"200,000 .. 500,000",Xatrix Entertainment,id Software,0,0,NA,2007
113,QUAKE Mission Pack 1: Scourge of Armagon,2007-08-03,2.99,"200,000 .. 500,000",Ritual Entertainment,id Software,0,0,NA,2007
128,QUAKE Mission Pack 2: Dissolution of Eternity,2007-08-03,2.99,"200,000 .. 500,000",Rogue Entertainment,id Software,0,0,NA,2007
130,Commander Keen,2007-08-03,4.99,"200,000 .. 500,000",id Software,id Software,0,0,NA,2007
131,Heretic: Shadow of the Serpent Riders,2007-08-03,4.99,"200,000 .. 500,000",Raven Software,id Software,0,0,NA,2007
132,Spear of Destiny,2007-08-03,2.99,"200,000 .. 500,000",id Software,id Software,0,0,NA,2007
136,Peggle Deluxe,2007-03-06,4.99,"200,000 .. 500,000","PopCap Games, Inc.","PopCap Games, Inc.",0,0,NA,2007
141,QUAKE II,2007-08-03,4.99,"200,000 .. 500,000",id Software,id Software,0,0,NA,2007
17,PuzzleQuest: Challenge of the Warlords,2007-10-10,9.99,"100,000 .. 200,000",Infinite Interactive,"D3Publisher of America, Inc.",595,297,84,2007
25,Full Spectrum Warrior,2007-07-17,9.99,"100,000 .. 200,000",Pandemic Studios,THQ Nordic,0,0,80,2007
33,Project: Snowblind,2007-03-29,5.99,"100,000 .. 200,000",Crystal Dynamics,Square Enix,0,0,76,2007
34,Geometry Wars: Retro Evolved,2007-06-18,3.99,"100,000 .. 200,000",Bizarre Creations,Activision,0,0,76,2007
37,Dreamfall: The Longest Journey,2007-01-12,19.99,"100,000 .. 200,000",Funcom,Funcom,0,0,75,2007
40,Call of Juarez,2007-11-08,9.99,"100,000 .. 200,000",Techland,Techland Publishing,0,0,72,2007
44,Full Spectrum Warrior: Ten Hammers,2007-07-17,9.99,"100,000 .. 200,000",Pandemic Studios,THQ Nordic,0,0,70,2007
64,RIP - Trilogy,2007-06-01,4.99,"100,000 .. 200,000",Elephant Games,NA,0,0,NA,2007
108,Sam & Max 101: Culture Shock,2007-06-15,NA,"100,000 .. 200,000",Telltale Games,Telltale Games,0,0,NA,2007
28,Depths of Peril,2007-09-05,9.99,"50,000 .. 100,000",Soldak Entertainment,Soldak Entertainment,0,0,79,2007
32,Nexus - The Jupiter Incident,2007-07-03,9.99,"50,000 .. 100,000","Mithis Games, THQ Nordic",HandyGames,0,0,77,2007
43,Making History: The Calm & the Storm,2007-03-13,4.99,"50,000 .. 100,000",Muzzy Lane,Strategy First,0,0,70,2007
45,Safecracker: The Ultimate Puzzle Adventure,2007-08-29,4.99,"50,000 .. 100,000",Kheops Studio,HandyGames,0,0,69,2007
48,Joint Task Force,2007-03-27,7.99,"50,000 .. 100,000",Most Wanted Entertainment,HD Publishing,0,0,68,2007
49,CivCity: Rome,2007-04-06,9.99,"50,000 .. 100,000","FireFly Studios, Firaxis Games",2K,0,0,67,2007
57,Vigil: Blood Bitterness,2007-06-29,NA,"50,000 .. 100,000",Freegamer,NA,0,0,61,2007
65,Bullet Candy,2007-02-14,3.99,"50,000 .. 100,000",R C Knight,NA,0,0,NA,2007
69,"7,62 High Calibre",2007-08-24,4.99,"50,000 .. 100,000",Apeiron,1C Entertainment,0,0,NA,2007
70,"Runaway, The Dream of The Turtle",2007-03-12,9.99,"50,000 .. 100,000",Pendulo Studios,Focus Home Interactive,0,0,NA,2007
78,Ohmicide,2007-04-13,124.99,"50,000 .. 100,000",Ohm Force,Ohm Force,0,0,NA,2007
117,18 Wheels of Steel: American Long Haul,2007-12-03,9.99,"50,000 .. 100,000",SCS Software,"ValuSoft, Play Hard Games",0,0,NA,2007
121,Parkan 2,2007-05-11,3.99,"50,000 .. 100,000",Nikita,1C Entertainment,0,0,NA,2007
19,Mr. Robot,2007-01-10,7.99,"20,000 .. 50,000",Moonpod,Moonpod,0,0,83,2007
47,Sinking Island,2007-10-04,7.99,"20,000 .. 50,000",White Birds Productions,Microids,0,0,68,2007
54,Silverfall,2007-03-20,9.99,"20,000 .. 50,000",Monte Cristo,Focus Home Interactive,0,0,62,2007
55,Loki,2007-10-02,9.99,"20,000 .. 50,000",Cyanide Studios,"PopCap Games, Inc.",0,0,61,2007
59,Genesis Rising,2007-08-06,4.99,"20,000 .. 50,000",Metamorf,THQ Nordic,0,0,57,2007
61,Ducati World Championship,2007-09-21,4.99,"20,000 .. 50,000",Artematica Entertainment,Strategy First,0,0,35,2007
66,Hide and Secret Treasure of the Ages,2007-03-15,2.99,"20,000 .. 50,000",Anarchy Enterprises,Anarchy Enterprises,0,0,NA,2007
72,Mahjongg Investigations: Under Suspicion,2007-08-08,9.99,"20,000 .. 50,000",Zemnott,"ValuSoft, Retroism",0,0,NA,2007
73,Mystery P.I. - The Lottery Ticket,2007-10-16,4.99,"20,000 .. 50,000",SpinTop Games,"PopCap Games, Inc.",0,0,NA,2007
77,ThreadSpace: Hyperbol,2007-07-12,4.99,"20,000 .. 50,000",Iocaine Studios,Atari,0,0,NA,2007
80,eXperience 112,2007-09-17,9.99,"20,000 .. 50,000",Lexis Numerique,Microids,0,0,NA,2007
81,Ride! Carnival Tycoon,2007-07-02,9.99,"20,000 .. 50,000",Gabriel Entertainment,"ValuSoft, Retroism",0,0,NA,2007
83,Democracy 2,2007-12-01,19.99,"20,000 .. 50,000",Positech Games,Positech Games,0,0,NA,2007
90,Disney Pirates of the Caribbean: At Worlds End,2007-05-22,19.99,"20,000 .. 50,000",Eurocom Entertainment Software,Disney Interactive,0,0,NA,2007
95,Ascension to the Throne,2007-01-26,2.99,"20,000 .. 50,000",DVS,1C Entertainment,0,0,NA,2007
96,Alpha Zylon,2007-12-19,4.99,"20,000 .. 50,000",Team 6 Studios,Strategy First,0,0,NA,2007
97,Panzer Elite Action Gold Edition,2007-04-20,9.99,"20,000 .. 50,000",Zootfly,HandyGames,0,0,NA,2007
104,Magi,2007-03-21,9.99,"20,000 .. 50,000",MoaCube,MoaCube,0,0,NA,2007
114,Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,2007-05-24,4.99,"20,000 .. 50,000",Targem Games,Buka Entertainment,0,0,NA,2007
115,Amazing Adventures The Lost Tomb,2007-12-13,4.99,"20,000 .. 50,000",SpinTop Games,"PopCap Games, Inc.",0,0,NA,2007
119,Empress Of The Deep 2: Song Of The Blue Whale,2007-06-11,4.99,"20,000 .. 50,000",Gogii Games,Strategy First,0,0,NA,2007
123,Hunting Unlimited 2008,2007-09-01,9.99,"20,000 .. 50,000",SCS Software,"ValuSoft, Retroism",0,0,NA,2007
134,Prison Tycoon 3: Lockdown,2007-08-01,9.99,"20,000 .. 50,000","Gamebryo, Virtual Playground","ValuSoft, Retroism",0,0,NA,2007
137,A.I.M.2 Clan Wars,2007-08-18,2.99,"20,000 .. 50,000",SkyRiver Studios,1C Entertainment,0,0,NA,2007
140,Venice Deluxe,2007-06-25,4.99,"20,000 .. 50,000","Retro64, Inc.","PopCap Games, Inc.",0,0,NA,2007
143,Freight Tycoon Inc.,2007-08-15,4.99,"20,000 .. 50,000",Nikita,1C Entertainment,0,0,NA,2007
29,Guild Wars: Eye of the North,2007-08-31,19.99,"0 .. 20,000",ArenaNet®,NCsoft,0,0,79,2007
60,Hard to Be a God,2007-10-19,7.99,"0 .. 20,000",Burut CT,Akella,0,0,55,2007
62,Pinball,2007-11-21,4.99,"0 .. 20,000",baKno Games,baKno Games,0,0,NA,2007
67,Redneck Kentucky and the Next Generation Chickens,2007-02-02,1.49,"0 .. 20,000",City Interactive S.A.,City Interactive S.A.,0,0,NA,2007
71,Sam & Max 105: Reality 2.0,2007-06-15,NA,"0 .. 20,000",Telltale Games,Telltale Games,0,0,NA,2007
75,Immortal Defense,2007-05-29,9.99,"0 .. 20,000",Studio Eres,Studio Eres,0,0,NA,2007
76,Disney•Pixar Cars Mater-National Championship,2007-10-29,19.99,"0 .. 20,000",Rainbow Studios,"THQ, Disney Interactive",0,0,NA,2007
82,Hidden Expedition: Everest,2007-06-01,9.99,"0 .. 20,000",Big Fish Games,Big Fish Games,0,0,NA,2007
84,Disney Princess: Enchanted Journey,2007-11-07,19.99,"0 .. 20,000",Papaya Studio,Disney Interactive,0,0,NA,2007
85,Pe-2: Dive Bomber,2007-11-07,9.99,"0 .. 20,000",Polynetix Studio,Polynetix Studio,0,0,NA,2007
86,Sam & Max: Season One,2007-11-02,19.99,"0 .. 20,000",Telltale Games,Telltale Games,0,0,87,2007
87,"Sam & Max 103: The Mole, the Mob and the Meatball",2007-06-15,NA,"0 .. 20,000",Telltale Games,Telltale Games,0,0,NA,2007
88,Crossfire: Dungeons,2007-01-15,3.99,"0 .. 20,000",Random Thoughts Entertainment,Random Thoughts Enterainment,0,0,NA,2007
91,FreakOut: Extreme Freeride,2007-08-28,9.99,"0 .. 20,000",Coldwood Interactive,THQ Nordic,0,0,NA,2007
92,Mystery Case Files: Madame Fate,2007-12-14,6.99,"0 .. 20,000",Big Fish Games,Big Fish Games,0,0,NA,2007
93,Miss Popularity,2007-05-14,6.99,"0 .. 20,000",dtp – young entertainment Gmbh & Co. KG,"ValuSoft, Retroism",0,0,NA,2007
98,Wildlife Park 2 - Marine World,2007-08-31,3.99,"0 .. 20,000",b-alive gmbh,b-alive gmbh,0,0,NA,2007
99,Naughty study for exams with a ghost,2007-04-18,1.99,"0 .. 20,000",kyapion,kyapion,0,0,NA,2007
103,Wildlife Park 2 - Horses,2007-10-12,3.99,"0 .. 20,000",b-alive gmbh,b-alive gmbh,0,0,NA,2007
105,Venture Arctic,2007-08-03,1.99,"0 .. 20,000",Pocketwatch Games,Pocketwatch Games,0,0,NA,2007
111,LEGIE,2007-09-03,1.99,"0 .. 20,000",Spytihněv,Spytihněv,0,0,NA,2007
112,Tipping Point,2007-11-28,3.99,"0 .. 20,000",Dan Russell-Pinson,"Freecloud Design, Inc.",0,0,NA,2007
116,Pacific Liberation Force,2007-10-27,4.99,"0 .. 20,000",Team 6 Studios,Strategy First,0,0,NA,2007
118,Season Match,2007-11-28,3.99,"0 .. 20,000",URSE Games,Buka Entertainment,0,0,NA,2007
120,Wildlife Park 2 - Crazy Zoo,2007-03-30,3.99,"0 .. 20,000",b-alive gmbh,b-alive gmbh,0,0,NA,2007
122,Sam & Max 102: Situation: Comedy,2007-06-15,NA,"0 .. 20,000",Telltale Games,Telltale Games,0,0,NA,2007
124,Professor Fizzwizzle and the Molten Mystery,2007-06-24,6.99,"0 .. 20,000",Big Fish Games,Big Fish Games,0,0,NA,2007
125,Mayhem Intergalactic,2007-07-04,9.99,"0 .. 20,000",Inventive Dingo,Inventive Dingo,0,0,NA,2007
129,ShellBlast: Legacy Edition,2007-09-03,3.99,"0 .. 20,000",Vertigo Gaming Inc.,Vertigo Gaming Inc.,0,0,NA,2007
133,Aggression: Europe Under Fire,2007-05-10,9.99,"0 .. 20,000",Lesta Studio,Buka Entertainment,0,0,NA,2007
135,RACE: Caterham Expansion,2007-06-22,4.99,"0 .. 20,000",SimBin,SimBin,0,0,NA,2007
138,Sam & Max 106: Bright Side of the Moon,2007-06-15,NA,"0 .. 20,000",Telltale Games,Telltale Games,0,0,NA,2007
139,Spaceforce Rogue Universe HD,2007-06-05,12.99,"0 .. 20,000",Dreamatrix,Dreamatrix,0,0,NA,2007
7,Left 4 Dead,2008-11-17,9.99,"5,000,000 .. 10,000,000",Valve,Valve,88,73,89,2008
165,Oddworld: Abe's Oddysee,2008-08-28,2.99,"5,000,000 .. 10,000,000",Oddworld Inhabitants,Oddworld Inhabitants,0,0,NA,2008
5,Grand Theft Auto IV,2008-12-02,19.99,"2,000,000 .. 5,000,000","Rockstar North, Rockstar Toronto",Rockstar Games,83,49,90,2008
13,The Witcher: Enhanced Edition Director's Cut,2008-09-19,9.99,"2,000,000 .. 5,000,000",CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",32,28,86,2008
15,Dead Space,2008-10-20,19.99,"2,000,000 .. 5,000,000",EA Redwood Shores,Electronic Arts,0,0,86,2008
26,SPORE,2008-12-19,19.99,"2,000,000 .. 5,000,000",Maxis™,Electronic Arts,144,48,84,2008
158,TrackMania Nations Forever,2008-04-16,NA,"2,000,000 .. 5,000,000",Nadeo,Ubisoft,0,0,NA,2008
6,World of Goo,2008-10-13,14.99,"1,000,000 .. 2,000,000",2D BOY,2D BOY,0,0,90,2008
11,Mass Effect,2008-05-28,19.99,"1,000,000 .. 2,000,000",BioWare,Electronic Arts,85,28,89,2008
18,Far Cry 2: Fortune's Edition,2008-10-22,9.99,"1,000,000 .. 2,000,000",Ubisoft Montreal,Ubisoft,0,0,85,2008
20,AudioSurf,2008-02-15,9.99,"1,000,000 .. 2,000,000",Dylan Fitterer,NA,0,0,85,2008
24,Crysis Warhead,2008-09-17,19.99,"1,000,000 .. 2,000,000",Crytek,Electronic Arts,0,0,84,2008
27,Call of Duty: World at War,2008-11-18,19.99,"1,000,000 .. 2,000,000",Treyarch,Activision,0,0,83,2008
30,Sid Meier's Civilization IV: Colonization,2008-09-23,19.99,"1,000,000 .. 2,000,000",Firaxis Games,2K,0,0,83,2008
40,RollerCoaster Tycoon 3: Platinum,2008-03-12,NA,"1,000,000 .. 2,000,000","Frontier, Aspyr (Mac)","Atari, Aspyr (Mac)",0,0,81,2008
43,Tomb Raider: Underworld,2008-11-21,8.99,"1,000,000 .. 2,000,000",Crystal Dynamics,Square Enix,0,0,80,2008
71,Mount & Blade,2008-11-03,9.99,"1,000,000 .. 2,000,000",TaleWorlds Entertainment,TaleWorlds Entertainment,1872,624,72,2008
72,Bully: Scholarship Edition,2008-10-21,14.99,"1,000,000 .. 2,000,000",Rockstar New England,Rockstar Games,1,0,72,2008
123,"Warhammer 40,000: Dawn of War - Soulstorm",2008-03-05,3.24,"1,000,000 .. 2,000,000",Relic Entertainment,SEGA,4,1,NA,2008
141,X-COM: UFO Defense,2008-09-04,4.99,"1,000,000 .. 2,000,000","MicroProse Software, Inc",2K,0,0,NA,2008
3,Fallout 3,2008-10-28,9.99,"500,000 .. 1,000,000",Bethesda Game Studios,Bethesda Softworks,0,0,91,2008
8,Far Cry,2008-04-01,9.99,"500,000 .. 1,000,000",Crytek Studios,Ubisoft,0,0,89,2008
9,Max Payne,2008-01-04,9.99,"500,000 .. 1,000,000",Remedy Entertainment,Rockstar Games,0,0,89,2008
16,Max Payne 2: The Fall of Max Payne,2008-01-04,9.99,"500,000 .. 1,000,000",Remedy Entertainment,Rockstar Games,0,0,86,2008
38,Command & Conquer: Red Alert 3,2008-10-28,19.99,"500,000 .. 1,000,000",EA Los Angeles,Electronic Arts,0,0,82,2008
41,Defense Grid: The Awakening,2008-12-08,9.99,"500,000 .. 1,000,000",Hidden Path Entertainment,Hidden Path Entertainment,303,101,81,2008
48,Assassin's Creed: Director's Cut Edition,2008-04-09,19.99,"500,000 .. 1,000,000",Ubisoft Montreal,Ubisoft,0,0,79,2008
55,Tom Clancy's Rainbow Six Vegas 2,2008-04-16,9.99,"500,000 .. 1,000,000",Ubisoft Montreal,Ubisoft,0,0,78,2008
58,Heroes of Might & Magic V,2008-05-13,9.99,"500,000 .. 1,000,000",Nival,Ubisoft,0,0,77,2008
61,Multiwinia,2008-09-19,9.99,"500,000 .. 1,000,000",Introversion Software,Introversion Software,0,0,76,2008
65,S.T.A.L.K.E.R.: Clear Sky,2008-09-15,9.99,"500,000 .. 1,000,000",GSC Game World,GSC World Publishing,0,0,75,2008
70,X3: Terran Conflict,2008-10-16,15.99,"500,000 .. 1,000,000",Egosoft,Egosoft,0,0,73,2008
88,X-COM: Enforcer,2008-09-04,4.99,"500,000 .. 1,000,000","MicroProse Software, Inc",2K,0,0,65,2008
119,X-COM: Interceptor,2008-09-04,4.99,"500,000 .. 1,000,000","MicroProse Software, Inc",2K,0,0,NA,2008
128,X-COM: Apocalypse,2008-09-04,4.99,"500,000 .. 1,000,000","MicroProse Software, Inc",2K,0,0,NA,2008
137,Grand Theft Auto,2008-01-04,NA,"500,000 .. 1,000,000",Rockstar North,Rockstar Games,0,0,NA,2008
155,Grand Theft Auto 2,2008-01-04,NA,"500,000 .. 1,000,000",Rockstar North,Rockstar Games,0,0,NA,2008
180,SPORE Creepy & Cute Parts Pack,2008-12-19,19.99,"500,000 .. 1,000,000",Maxis™,Electronic Arts,0,0,NA,2008
1,Unreal Tournament: Game of the Year Edition,2008-03-17,9.99,"200,000 .. 500,000","Epic Games, Inc.","Epic Games, Inc.",0,0,92,2008
2,Tom Clancy's Splinter Cell,2008-04-01,9.99,"200,000 .. 500,000",Ubisoft,Ubisoft,0,0,91,2008
10,Prince of Persia: The Sands of Time,2008-11-21,9.99,"200,000 .. 500,000",Kudosoft,Ubisoft,7,2,89,2008
14,IL-2 Sturmovik: 1946,2008-06-13,9.99,"200,000 .. 500,000",1C: Maddox Games,1C Entertainment,0,0,86,2008
19,Prince of Persia: The Two Thrones,2008-11-21,9.99,"200,000 .. 500,000",Ubisoft Montreal,Ubisoft,0,0,85,2008
22,Tom Clancy's Rainbow Six Vegas,2008-04-09,9.99,"200,000 .. 500,000",Ubisoft Montreal,Ubisoft,0,0,85,2008
29,Prince of Persia: Warrior Within,2008-11-21,9.99,"200,000 .. 500,000",Ubisoft,Ubisoft,0,0,83,2008
34,Prince of Persia,2008-12-10,9.99,"200,000 .. 500,000",Ubisoft Montreal,Ubisoft,28,9,82,2008
39,Aquaria,2008-12-15,9.99,"200,000 .. 500,000","Bit Blot, LLC","Bit Blot, LLC",0,0,82,2008
42,Midnight Club 2,2008-01-04,NA,"200,000 .. 500,000",Rockstar San Diego,Rockstar Games,0,0,81,2008
44,LEGO Batman: The Videogame,2008-09-29,19.99,"200,000 .. 500,000",Traveller's Tales,Warner Bros. Interactive Entertainment,0,0,80,2008
52,FlatOut: Ultimate Carnage,2008-08-26,19.99,"200,000 .. 500,000",Bugbear Entertainment,Strategy First,0,0,79,2008
62,Peggle Nights,2008-10-15,4.99,"200,000 .. 500,000","PopCap Games, Inc.","PopCap Games, Inc.",0,0,76,2008
